Variable,UNIT,COU,Country,Year,Value
J01-Antibacterials for systemic use,NBPYEANB,IRL,Ireland,2020,18.6
J01-Antibacterials for systemic use,NBPYEANB,ITA,Italy,2010,24.9
J01-Antibacterials for systemic use,NBPYEANB,ITA,Italy,2011,25.1
J01-Antibacterials for systemic use,NBPYEANB,ITA,Italy,2012,24.6
J01-Antibacterials for systemic use,NBPYEANB,ITA,Italy,2013,25.2
J01-Antibacterials for systemic use,NBPYEANB,ITA,Italy,2014,24.5
J01-Antibacterials for systemic use,NBPYEANB,ITA,Italy,2015,24.5
J01-Antibacterials for systemic use,NBPYEANB,ITA,Italy,2016,24.0
J01-Antibacterials for systemic use,NBPYEANB,ITA,Italy,2017,20.9
J01-Antibacterials for systemic use,NBPYEANB,ITA,Italy,2018,21.4
J01-Antibacterials for systemic use,NBPYEANB,ITA,Italy,2019,21.7
J01-Antibacterials for systemic use,NBPYEANB,ITA,Italy,2020,18.4
J01-Antibacterials for systemic use,NBPYEANB,JPN,Japan,2011,13.4
J01-Antibacterials for systemic use,NBPYEANB,JPN,Japan,2012,14.0
J01-Antibacterials for systemic use,NBPYEANB,JPN,Japan,2013,13.9
J01-Antibacterials for systemic use,NBPYEANB,JPN,Japan,2014,14.0
J01-Antibacterials for systemic use,NBPYEANB,JPN,Japan,2015,14.6
J01-Antibacterials for systemic use,NBPYEANB,JPN,Japan,2016,14.5
J01-Antibacterials for systemic use,NBPYEANB,JPN,Japan,2017,13.7
J01-Antibacterials for systemic use,NBPYEANB,JPN,Japan,2018,13.3
J01-Antibacterials for systemic use,NBPYEANB,JPN,Japan,2019,13.1
J01-Antibacterials for systemic use,NBPYEANB,JPN,Japan,2020,10.4
J01-Antibacterials for systemic use,NBPYEANB,KOR,Korea,2010,27.5
J01-Antibacterials for systemic use,NBPYEANB,KOR,Korea,2011,29.1
J01-Antibacterials for systemic use,NBPYEANB,KOR,Korea,2012,29.8
J01-Antibacterials for systemic use,NBPYEANB,KOR,Korea,2013,30.1
J01-Antibacterials for systemic use,NBPYEANB,KOR,Korea,2014,31.7
J01-Antibacterials for systemic use,NBPYEANB,KOR,Korea,2015,31.5
J01-Antibacterials for systemic use,NBPYEANB,KOR,Korea,2016,30.3
J01-Antibacterials for systemic use,NBPYEANB,KOR,Korea,2017,29.0
J01-Antibacterials for systemic use,NBPYEANB,KOR,Korea,2018,29.8
J01-Antibacterials for systemic use,NBPYEANB,KOR,Korea,2019,26.1
J01-Antibacterials for systemic use,NBPYEANB,KOR,Korea,2020,21.0
J01-Antibacterials for systemic use,NBPYEANB,LUX,Luxembourg,2010,25.1
J01-Antibacterials for systemic use,NBPYEANB,LUX,Luxembourg,2011,25.2
J01-Antibacterials for systemic use,NBPYEANB,LUX,Luxembourg,2012,25.0
J01-Antibacterials for systemic use,NBPYEANB,LUX,Luxembourg,2013,25.0
J01-Antibacterials for systemic use,NBPYEANB,LUX,Luxembourg,2014,23.2
J01-Antibacterials for systemic use,NBPYEANB,LUX,Luxembourg,2015,23.5
J01-Antibacterials for systemic use,NBPYEANB,LUX,Luxembourg,2016,22.9
J01-Antibacterials for systemic use,NBPYEANB,LUX,Luxembourg,2017,22.6
J01-Antibacterials for systemic use,NBPYEANB,LUX,Luxembourg,2018,22.1
J01-Antibacterials for systemic use,NBPYEANB,LUX,Luxembourg,2019,21.1
J01-Antibacterials for systemic use,NBPYEANB,LUX,Luxembourg,2020,16.1
J01-Antibacterials for systemic use,NBPYEANB,NLD,Netherlands,2010,10.9
J01-Antibacterials for systemic use,NBPYEANB,NLD,Netherlands,2011,11.0
J01-Antibacterials for systemic use,NBPYEANB,NLD,Netherlands,2012,10.9
J01-Antibacterials for systemic use,NBPYEANB,NLD,Netherlands,2013,10.5
J01-Antibacterials for systemic use,NBPYEANB,NLD,Netherlands,2014,10.3
J01-Antibacterials for systemic use,NBPYEANB,NLD,Netherlands,2015,10.4
J01-Antibacterials for systemic use,NBPYEANB,NLD,Netherlands,2016,10.1
J01-Antibacterials for systemic use,NBPYEANB,NLD,Netherlands,2017,9.8
J01-Antibacterials for systemic use,NBPYEANB,NLD,Netherlands,2018,9.7
J01-Antibacterials for systemic use,NBPYEANB,NLD,Netherlands,2019,9.5
J01-Antibacterials for systemic use,NBPYEANB,NLD,Netherlands,2020,8.5
J01-Antibacterials for systemic use,NBPYEANB,NOR,Norway,2010,16.8
J01-Antibacterials for systemic use,NBPYEANB,NOR,Norway,2011,17.5
J01-Antibacterials for systemic use,NBPYEANB,NOR,Norway,2012,17.9
J01-Antibacterials for systemic use,NBPYEANB,NOR,Norway,2013,17.2
J01-Antibacterials for systemic use,NBPYEANB,NOR,Norway,2014,16.9
J01-Antibacterials for systemic use,NBPYEANB,NOR,Norway,2015,16.8
J01-Antibacterials for systemic use,NBPYEANB,NOR,Norway,2016,16.2
J01-Antibacterials for systemic use,NBPYEANB,NOR,Norway,2017,15.7
J01-Antibacterials for systemic use,NBPYEANB,NOR,Norway,2018,15.3
J01-Antibacterials for systemic use,NBPYEANB,NOR,Norway,2019,14.9
J01-Antibacterials for systemic use,NBPYEANB,NOR,Norway,2020,13.9
J01-Antibacterials for systemic use,NBPYEANB,POL,Poland,2014,21.2
J01-Antibacterials for systemic use,NBPYEANB,POL,Poland,2015,24.1
J01-Antibacterials for systemic use,NBPYEANB,POL,Poland,2016,22.0
J01-Antibacterials for systemic use,NBPYEANB,POL,Poland,2017,25.4
J01-Antibacterials for systemic use,NBPYEANB,POL,Poland,2018,24.4
J01-Antibacterials for systemic use,NBPYEANB,POL,Poland,2019,23.6
J01-Antibacterials for systemic use,NBPYEANB,POL,Poland,2020,18.5
J01-Antibacterials for systemic use,NBPYEANB,PRT,Portugal,2010,19.9
J01-Antibacterials for systemic use,NBPYEANB,PRT,Portugal,2011,20.6
J01-Antibacterials for systemic use,NBPYEANB,PRT,Portugal,2012,20.1
J01-Antibacterials for systemic use,NBPYEANB,PRT,Portugal,2013,17.6
J01-Antibacterials for systemic use,NBPYEANB,PRT,Portugal,2014,18.0
J01-Antibacterials for systemic use,NBPYEANB,PRT,Portugal,2015,18.8
J01-Antibacterials for systemic use,NBPYEANB,PRT,Portugal,2016,19.0
J01-Antibacterials for systemic use,NBPYEANB,PRT,Portugal,2017,18.3
J01-Antibacterials for systemic use,NBPYEANB,PRT,Portugal,2018,19.1
J01-Antibacterials for systemic use,NBPYEANB,PRT,Portugal,2019,19.3
J01-Antibacterials for systemic use,NBPYEANB,PRT,Portugal,2020,15.2
J01-Antibacterials for systemic use,NBPYEANB,SVK,Slovak Republic,2011,21.4
J01-Antibacterials for systemic use,NBPYEANB,SVK,Slovak Republic,2012,19.7
J01-Antibacterials for systemic use,NBPYEANB,SVK,Slovak Republic,2013,23.2
J01-Antibacterials for systemic use,NBPYEANB,SVK,Slovak Republic,2014,21.2
J01-Antibacterials for systemic use,NBPYEANB,SVK,Slovak Republic,2015,24.2
J01-Antibacterials for systemic use,NBPYEANB,SVK,Slovak Republic,2016,23.6
J01-Antibacterials for systemic use,NBPYEANB,SVK,Slovak Republic,2017,20.0
J01-Antibacterials for systemic use,NBPYEANB,SVK,Slovak Republic,2018,22.0
J01-Antibacterials for systemic use,NBPYEANB,SVK,Slovak Republic,2019,19.3
J01-Antibacterials for systemic use,NBPYEANB,SVK,Slovak Republic,2020,14.4
J01-Antibacterials for systemic use,NBPYEANB,ESP,Spain,2016,27.5
J01-Antibacterials for systemic use,NBPYEANB,ESP,Spain,2017,26.8
J01-Antibacterials for systemic use,NBPYEANB,ESP,Spain,2018,26.3
J01-Antibacterials for systemic use,NBPYEANB,ESP,Spain,2019,24.9
J01-Antibacterials for systemic use,NBPYEANB,ESP,Spain,2020,19.8
J01-Antibacterials for systemic use,NBPYEANB,SWE,Sweden,2010,15.2
J01-Antibacterials for systemic use,NBPYEANB,SWE,Sweden,2011,15.4
J01-Antibacterials for systemic use,NBPYEANB,SWE,Sweden,2012,15.3
J01-Antibacterials for systemic use,NBPYEANB,SWE,Sweden,2013,14.2
J01-Antibacterials for systemic use,NBPYEANB,SWE,Sweden,2014,14.0
J01-Antibacterials for systemic use,NBPYEANB,SWE,Sweden,2015,13.5
J01-Antibacterials for systemic use,NBPYEANB,SWE,Sweden,2016,13.2
J01-Antibacterials for systemic use,NBPYEANB,SWE,Sweden,2017,12.8
J01-Antibacterials for systemic use,NBPYEANB,SWE,Sweden,2018,12.4
J01-Antibacterials for systemic use,NBPYEANB,SWE,Sweden,2019,11.8
J01-Antibacterials for systemic use,NBPYEANB,SWE,Sweden,2020,10.4
J01-Antibacterials for systemic use,NBPYEANB,TUR,Türkiye,2010,39.7
J01-Antibacterials for systemic use,NBPYEANB,TUR,Türkiye,2011,42.3
J01-Antibacterials for systemic use,NBPYEANB,TUR,Türkiye,2012,42.2
J01-Antibacterials for systemic use,NBPYEANB,TUR,Türkiye,2013,41.1
J01-Antibacterials for systemic use,NBPYEANB,TUR,Türkiye,2014,39.5
J01-Antibacterials for systemic use,NBPYEANB,TUR,Türkiye,2015,40.2
J01-Antibacterials for systemic use,NBPYEANB,TUR,Türkiye,2016,40.2
J01-Antibacterials for systemic use,NBPYEANB,TUR,Türkiye,2017,35.3
J01-Antibacterials for systemic use,NBPYEANB,TUR,Türkiye,2018,31.0
J01-Antibacterials for systemic use,NBPYEANB,TUR,Türkiye,2019,31.9
J01-Antibacterials for systemic use,NBPYEANB,TUR,Türkiye,2020,24.4
J01-Antibacterials for systemic use,NBPYEANB,GBR,United Kingdom,2013,20.4
J01-Antibacterials for systemic use,NBPYEANB,GBR,United Kingdom,2014,20.8
J01-Antibacterials for systemic use,NBPYEANB,GBR,United Kingdom,2015,20.2
J01-Antibacterials for systemic use,NBPYEANB,GBR,United Kingdom,2016,19.7
J01-Antibacterials for systemic use,NBPYEANB,GBR,United Kingdom,2017,19.4
J01-Antibacterials for systemic use,NBPYEANB,GBR,United Kingdom,2018,18.8
J01-Antibacterials for systemic use,NBPYEANB,GBR,United Kingdom,2019,18.2
J01-Antibacterials for systemic use,NBPYEANB,CHL,Chile,2011,11.4
J01-Antibacterials for systemic use,NBPYEANB,CHL,Chile,2012,17.6
J01-Antibacterials for systemic use,NBPYEANB,CHL,Chile,2013,16.1
J01-Antibacterials for systemic use,NBPYEANB,CHL,Chile,2014,17.4
J01-Antibacterials for systemic use,NBPYEANB,CHL,Chile,2015,18.5
J01-Antibacterials for systemic use,NBPYEANB,CHL,Chile,2016,15.6
J01-Antibacterials for systemic use,NBPYEANB,CHL,Chile,2017,14.9
J01-Antibacterials for systemic use,NBPYEANB,CHL,Chile,2018,16.9
J01-Antibacterials for systemic use,NBPYEANB,CHL,Chile,2019,23.8
J01-Antibacterials for systemic use,NBPYEANB,CHL,Chile,2020,24.7
J01-Antibacterials for systemic use,NBPYEANB,CHL,Chile,2021,30.9
J01-Antibacterials for systemic use,NBPYEANB,EST,Estonia,2010,11.4
J01-Antibacterials for systemic use,NBPYEANB,EST,Estonia,2011,12.4
J01-Antibacterials for systemic use,NBPYEANB,EST,Estonia,2012,12.2
J01-Antibacterials for systemic use,NBPYEANB,EST,Estonia,2013,12.0
J01-Antibacterials for systemic use,NBPYEANB,EST,Estonia,2014,11.9
J01-Antibacterials for systemic use,NBPYEANB,EST,Estonia,2015,12.1
J01-Antibacterials for systemic use,NBPYEANB,EST,Estonia,2016,12.0
J01-Antibacterials for systemic use,NBPYEANB,EST,Estonia,2017,11.6
J01-Antibacterials for systemic use,NBPYEANB,EST,Estonia,2018,11.8
J01-Antibacterials for systemic use,NBPYEANB,EST,Estonia,2019,11.8
J01-Antibacterials for systemic use,NBPYEANB,EST,Estonia,2020,10.5
J01-Antibacterials for systemic use,NBPYEANB,ISR,Israel,2012,15.1
J01-Antibacterials for systemic use,NBPYEANB,ISR,Israel,2014,22.1
J01-Antibacterials for systemic use,NBPYEANB,ISR,Israel,2015,24.9
J01-Antibacterials for systemic use,NBPYEANB,ISR,Israel,2016,23.9
J01-Antibacterials for systemic use,NBPYEANB,ISR,Israel,2017,21.2
J01-Antibacterials for systemic use,NBPYEANB,ISR,Israel,2018,18.9
J01-Antibacterials for systemic use,NBPYEANB,ISR,Israel,2019,19.1
J01-Antibacterials for systemic use,NBPYEANB,ISR,Israel,2020,13.4
J01-Antibacterials for systemic use,NBPYEANB,ISR,Israel,2021,14.5
J01-Antibacterials for systemic use,NBPYEANB,SVN,Slovenia,2010,13.4
J01-Antibacterials for systemic use,NBPYEANB,SVN,Slovenia,2011,13.4
J01-Antibacterials for systemic use,NBPYEANB,SVN,Slovenia,2012,13.2
J01-Antibacterials for systemic use,NBPYEANB,SVN,Slovenia,2013,13.3
J01-Antibacterials for systemic use,NBPYEANB,SVN,Slovenia,2014,13.1
J01-Antibacterials for systemic use,NBPYEANB,SVN,Slovenia,2015,13.3
J01-Antibacterials for systemic use,NBPYEANB,SVN,Slovenia,2016,13.0
J01-Antibacterials for systemic use,NBPYEANB,SVN,Slovenia,2017,13.1
J01-Antibacterials for systemic use,NBPYEANB,SVN,Slovenia,2018,13.2
J01-Antibacterials for systemic use,NBPYEANB,SVN,Slovenia,2019,13.0
J01-Antibacterials for systemic use,NBPYEANB,SVN,Slovenia,2020,10.2
M-Musculo-skeletal system,NBPYEANB,AUS,Australia,2010,40.2
M-Musculo-skeletal system,NBPYEANB,AUS,Australia,2011,61.3
M-Musculo-skeletal system,NBPYEANB,AUS,Australia,2012,66.3
M-Musculo-skeletal system,NBPYEANB,AUS,Australia,2013,41.4
M-Musculo-skeletal system,NBPYEANB,AUS,Australia,2014,42.2
M-Musculo-skeletal system,NBPYEANB,AUS,Australia,2015,43.5
M-Musculo-skeletal system,NBPYEANB,AUS,Australia,2016,44.7
M-Musculo-skeletal system,NBPYEANB,AUS,Australia,2017,46.0
M-Musculo-skeletal system,NBPYEANB,AUS,Australia,2018,48.8
M-Musculo-skeletal system,NBPYEANB,AUS,Australia,2019,49.9
M-Musculo-skeletal system,NBPYEANB,AUS,Australia,2020,51.2
M-Musculo-skeletal system,NBPYEANB,AUT,Austria,2010,54.0
M-Musculo-skeletal system,NBPYEANB,AUT,Austria,2011,52.4
M-Musculo-skeletal system,NBPYEANB,AUT,Austria,2012,51.8
M-Musculo-skeletal system,NBPYEANB,AUT,Austria,2013,52.3
M-Musculo-skeletal system,NBPYEANB,AUT,Austria,2014,52.0
M-Musculo-skeletal system,NBPYEANB,AUT,Austria,2015,50.2
M-Musculo-skeletal system,NBPYEANB,AUT,Austria,2016,49.2
M-Musculo-skeletal system,NBPYEANB,AUT,Austria,2017,49.4
M-Musculo-skeletal system,NBPYEANB,AUT,Austria,2018,45.4
M-Musculo-skeletal system,NBPYEANB,AUT,Austria,2019,44.5
M-Musculo-skeletal system,NBPYEANB,AUT,Austria,2020,42.7
M-Musculo-skeletal system,NBPYEANB,BEL,Belgium,2010,61.4
M-Musculo-skeletal system,NBPYEANB,BEL,Belgium,2011,61.7
M-Musculo-skeletal system,NBPYEANB,BEL,Belgium,2012,62.8
M-Musculo-skeletal system,NBPYEANB,BEL,Belgium,2013,62.8
M-Musculo-skeletal system,NBPYEANB,BEL,Belgium,2014,63.6
M-Musculo-skeletal system,NBPYEANB,BEL,Belgium,2015,64.1
M-Musculo-skeletal system,NBPYEANB,BEL,Belgium,2016,64.3
M-Musculo-skeletal system,NBPYEANB,BEL,Belgium,2017,63.0
M-Musculo-skeletal system,NBPYEANB,BEL,Belgium,2018,62.2
M-Musculo-skeletal system,NBPYEANB,BEL,Belgium,2019,60.5
M-Musculo-skeletal system,NBPYEANB,BEL,Belgium,2020,55.2
M-Musculo-skeletal system,NBPYEANB,CAN,Canada,2010,35.5
M-Musculo-skeletal system,NBPYEANB,CAN,Canada,2011,34.1
M-Musculo-skeletal system,NBPYEANB,CAN,Canada,2012,31.4
M-Musculo-skeletal system,NBPYEANB,CAN,Canada,2013,30.0
M-Musculo-skeletal system,NBPYEANB,CAN,Canada,2014,30.9
M-Musculo-skeletal system,NBPYEANB,CAN,Canada,2015,27.1
M-Musculo-skeletal system,NBPYEANB,CAN,Canada,2016,38.3
M-Musculo-skeletal system,NBPYEANB,CAN,Canada,2017,36.9
M-Musculo-skeletal system,NBPYEANB,CAN,Canada,2018,35.4
M-Musculo-skeletal system,NBPYEANB,CAN,Canada,2019,35.9
M-Musculo-skeletal system,NBPYEANB,CAN,Canada,2020,34.8
M-Musculo-skeletal system,NBPYEANB,CAN,Canada,2021,35.5
M-Musculo-skeletal system,NBPYEANB,CZE,Czech Republic,2010,77.3
M-Musculo-skeletal system,NBPYEANB,CZE,Czech Republic,2011,77.3
M-Musculo-skeletal system,NBPYEANB,CZE,Czech Republic,2012,78.7
M-Musculo-skeletal system,NBPYEANB,CZE,Czech Republic,2013,78.8
M-Musculo-skeletal system,NBPYEANB,CZE,Czech Republic,2014,81.7
M-Musculo-skeletal system,NBPYEANB,CZE,Czech Republic,2015,82.0
M-Musculo-skeletal system,NBPYEANB,CZE,Czech Republic,2016,82.9
M-Musculo-skeletal system,NBPYEANB,CZE,Czech Republic,2017,82.8
M-Musculo-skeletal system,NBPYEANB,CZE,Czech Republic,2018,84.3
M-Musculo-skeletal system,NBPYEANB,CZE,Czech Republic,2019,83.0
M-Musculo-skeletal system,NBPYEANB,CZE,Czech Republic,2020,84.9
M-Musculo-skeletal system,NBPYEANB,DNK,Denmark,2010,72.3
M-Musculo-skeletal system,NBPYEANB,DNK,Denmark,2011,75.2
M-Musculo-skeletal system,NBPYEANB,DNK,Denmark,2012,66.0
M-Musculo-skeletal system,NBPYEANB,DNK,Denmark,2013,65.2
M-Musculo-skeletal system,NBPYEANB,DNK,Denmark,2014,64.5
M-Musculo-skeletal system,NBPYEANB,DNK,Denmark,2015,65.4
M-Musculo-skeletal system,NBPYEANB,DNK,Denmark,2016,64.2
M-Musculo-skeletal system,NBPYEANB,DNK,Denmark,2017,61.3
M-Musculo-skeletal system,NBPYEANB,DNK,Denmark,2018,59.7
M-Musculo-skeletal system,NBPYEANB,DNK,Denmark,2019,59.2
M-Musculo-skeletal system,NBPYEANB,DNK,Denmark,2020,58.4
M-Musculo-skeletal system,NBPYEANB,DNK,Denmark,2021,55.2
M-Musculo-skeletal system,NBPYEANB,FIN,Finland,2010,105.8
M-Musculo-skeletal system,NBPYEANB,FIN,Finland,2011,103.1
M-Musculo-skeletal system,NBPYEANB,FIN,Finland,2012,104.5
M-Musculo-skeletal system,NBPYEANB,FIN,Finland,2013,106.7
M-Musculo-skeletal system,NBPYEANB,FIN,Finland,2014,103.1
M-Musculo-skeletal system,NBPYEANB,FIN,Finland,2015,101.5
M-Musculo-skeletal system,NBPYEANB,FIN,Finland,2016,100.7
M-Musculo-skeletal system,NBPYEANB,FIN,Finland,2017,100.4
M-Musculo-skeletal system,NBPYEANB,FIN,Finland,2018,98.7
M-Musculo-skeletal system,NBPYEANB,FIN,Finland,2019,99.4
M-Musculo-skeletal system,NBPYEANB,FIN,Finland,2020,101.9
M-Musculo-skeletal system,NBPYEANB,FRA,France,2010,50.8
M-Musculo-skeletal system,NBPYEANB,FRA,France,2011,48.5
M-Musculo-skeletal system,NBPYEANB,FRA,France,2012,49.4
M-Musculo-skeletal system,NBPYEANB,FRA,France,2013,45.6
M-Musculo-skeletal system,NBPYEANB,FRA,France,2014,44.1
M-Musculo-skeletal system,NBPYEANB,FRA,France,2015,40.0
M-Musculo-skeletal system,NBPYEANB,FRA,France,2016,38.0
M-Musculo-skeletal system,NBPYEANB,FRA,France,2017,35.8
M-Musculo-skeletal system,NBPYEANB,FRA,France,2018,34.0
M-Musculo-skeletal system,NBPYEANB,FRA,France,2019,32.3
M-Musculo-skeletal system,NBPYEANB,FRA,France,2020,22.6
M-Musculo-skeletal system,NBPYEANB,DEU,Germany,2010,70.5
M-Musculo-skeletal system,NBPYEANB,DEU,Germany,2011,70.5
M-Musculo-skeletal system,NBPYEANB,DEU,Germany,2012,71.0
M-Musculo-skeletal system,NBPYEANB,DEU,Germany,2013,71.2
M-Musculo-skeletal system,NBPYEANB,DEU,Germany,2014,71.2
M-Musculo-skeletal system,NBPYEANB,DEU,Germany,2015,71.1
M-Musculo-skeletal system,NBPYEANB,DEU,Germany,2016,70.7
M-Musculo-skeletal system,NBPYEANB,DEU,Germany,2017,68.5
M-Musculo-skeletal system,NBPYEANB,DEU,Germany,2018,66.0
M-Musculo-skeletal system,NBPYEANB,DEU,Germany,2019,66.2
M-Musculo-skeletal system,NBPYEANB,DEU,Germany,2020,64.0
M-Musculo-skeletal system,NBPYEANB,GRC,Greece,2013,41.5
M-Musculo-skeletal system,NBPYEANB,GRC,Greece,2014,38.1
M-Musculo-skeletal system,NBPYEANB,GRC,Greece,2015,38.0
M-Musculo-skeletal system,NBPYEANB,GRC,Greece,2017,38.8
M-Musculo-skeletal system,NBPYEANB,GRC,Greece,2018,40.0
M-Musculo-skeletal system,NBPYEANB,GRC,Greece,2019,38.9
M-Musculo-skeletal system,NBPYEANB,GRC,Greece,2020,39.1
M-Musculo-skeletal system,NBPYEANB,GRC,Greece,2021,44.4
M-Musculo-skeletal system,NBPYEANB,HUN,Hungary,2010,60.0
M-Musculo-skeletal system,NBPYEANB,HUN,Hungary,2011,58.6
M-Musculo-skeletal system,NBPYEANB,HUN,Hungary,2012,57.4
M-Musculo-skeletal system,NBPYEANB,HUN,Hungary,2013,58.9
M-Musculo-skeletal system,NBPYEANB,HUN,Hungary,2014,61.0
M-Musculo-skeletal system,NBPYEANB,HUN,Hungary,2015,61.6
M-Musculo-skeletal system,NBPYEANB,HUN,Hungary,2016,62.4
M-Musculo-skeletal system,NBPYEANB,HUN,Hungary,2017,62.3
M-Musculo-skeletal system,NBPYEANB,HUN,Hungary,2018,62.4
M-Musculo-skeletal system,NBPYEANB,HUN,Hungary,2019,63.2
M-Musculo-skeletal system,NBPYEANB,HUN,Hungary,2020,62.4
M-Musculo-skeletal system,NBPYEANB,HUN,Hungary,2021,59.1
M-Musculo-skeletal system,NBPYEANB,ISL,Iceland,2010,89.5
M-Musculo-skeletal system,NBPYEANB,ISL,Iceland,2011,58.9
M-Musculo-skeletal system,NBPYEANB,ISL,Iceland,2012,55.8
M-Musculo-skeletal system,NBPYEANB,ISL,Iceland,2013,53.0
M-Musculo-skeletal system,NBPYEANB,ISL,Iceland,2014,51.5
M-Musculo-skeletal system,NBPYEANB,ISL,Iceland,2015,52.2
M-Musculo-skeletal system,NBPYEANB,ISL,Iceland,2016,53.8
M-Musculo-skeletal system,NBPYEANB,ISL,Iceland,2017,54.4
M-Musculo-skeletal system,NBPYEANB,ISL,Iceland,2018,52.7
M-Musculo-skeletal system,NBPYEANB,ISL,Iceland,2019,52.4
M-Musculo-skeletal system,NBPYEANB,ISL,Iceland,2020,57.5
M-Musculo-skeletal system,NBPYEANB,ISL,Iceland,2021,61.1
M-Musculo-skeletal system,NBPYEANB,ITA,Italy,2011,46.5
M-Musculo-skeletal system,NBPYEANB,ITA,Italy,2012,44.9
M-Musculo-skeletal system,NBPYEANB,ITA,Italy,2013,44.8
M-Musculo-skeletal system,NBPYEANB,ITA,Italy,2014,44.2
M-Musculo-skeletal system,NBPYEANB,ITA,Italy,2015,43.1
M-Musculo-skeletal system,NBPYEANB,ITA,Italy,2016,42.3
M-Musculo-skeletal system,NBPYEANB,ITA,Italy,2017,42.0
M-Musculo-skeletal system,NBPYEANB,ITA,Italy,2018,42.0
M-Musculo-skeletal system,NBPYEANB,ITA,Italy,2019,42.4
M-Musculo-skeletal system,NBPYEANB,ITA,Italy,2020,41.7
M-Musculo-skeletal system,NBPYEANB,ITA,Italy,2021,42.7
M-Musculo-skeletal system,NBPYEANB,KOR,Korea,2010,56.6
M-Musculo-skeletal system,NBPYEANB,KOR,Korea,2011,60.3
M-Musculo-skeletal system,NBPYEANB,KOR,Korea,2012,62.9
M-Musculo-skeletal system,NBPYEANB,KOR,Korea,2013,65.2
M-Musculo-skeletal system,NBPYEANB,KOR,Korea,2014,68.6
M-Musculo-skeletal system,NBPYEANB,KOR,Korea,2015,71.5
M-Musculo-skeletal system,NBPYEANB,KOR,Korea,2016,67.5
M-Musculo-skeletal system,NBPYEANB,KOR,Korea,2017,69.3
M-Musculo-skeletal system,NBPYEANB,KOR,Korea,2018,73.2
M-Musculo-skeletal system,NBPYEANB,KOR,Korea,2019,78.4
M-Musculo-skeletal system,NBPYEANB,KOR,Korea,2020,82.8
M-Musculo-skeletal system,NBPYEANB,LUX,Luxembourg,2010,76.6
M-Musculo-skeletal system,NBPYEANB,LUX,Luxembourg,2011,75.6
M-Musculo-skeletal system,NBPYEANB,LUX,Luxembourg,2012,75.5
M-Musculo-skeletal system,NBPYEANB,LUX,Luxembourg,2013,77.0
M-Musculo-skeletal system,NBPYEANB,LUX,Luxembourg,2014,77.3
M-Musculo-skeletal system,NBPYEANB,LUX,Luxembourg,2015,75.0
M-Musculo-skeletal system,NBPYEANB,LUX,Luxembourg,2016,75.2
M-Musculo-skeletal system,NBPYEANB,LUX,Luxembourg,2017,72.1
M-Musculo-skeletal system,NBPYEANB,LUX,Luxembourg,2018,70.9
M-Musculo-skeletal system,NBPYEANB,LUX,Luxembourg,2019,68.6
M-Musculo-skeletal system,NBPYEANB,LUX,Luxembourg,2020,61.2
M-Musculo-skeletal system,NBPYEANB,LUX,Luxembourg,2021,60.9
M-Musculo-skeletal system,NBPYEANB,NLD,Netherlands,2010,39.2
M-Musculo-skeletal system,NBPYEANB,NLD,Netherlands,2011,39.5
M-Musculo-skeletal system,NBPYEANB,NLD,Netherlands,2012,39.8
